,source,target,numVisited,pathLength,uniqueVisited,performance
191,1580034913,3994361363,22,5,19,0.7727272727272727
192,1580035065,1580035240,32,8,29,0.75
193,444336014,1344566966,23,8,21,0.6521739130434783
194,1580034527,1580034899,53,13,46,0.7547169811320755
195,1580034920,1580035061,15,7,14,0.5333333333333333
196,1580035021,6051095782,36,10,32,0.7222222222222222
197,1580035042,1580035198,13,5,12,0.6153846153846154
198,1580034967,6051095782,40,11,35,0.725
199,1580034964,1580035350,31,6,28,0.8064516129032258
200,1580034920,1580035240,33,7,29,0.7878787878787878
201,1580034817,3249304311,51,15,45,0.7058823529411764
202,1580035175,1580035198,25,5,23,0.8
203,1580034884,1580035175,42,9,35,0.7857142857142857
204,1580034773,1580034905,13,5,12,0.6153846153846154
205,444336009,1580034964,21,7,17,0.6666666666666667
206,1580034744,1580034896,9,4,8,0.5555555555555556
207,1580034737,1580034744,5,4,4,0.19999999999999996
208,1580034900,1580035021,12,5,10,0.5833333333333333
209,1580034527,1580034918,50,12,48,0.76
210,1580034773,1580034945,40,11,34,0.725
211,1580034994,1580035240,28,5,25,0.8214285714285714
212,1580034875,1580035137,54,10,44,0.8148148148148149
213,1580034817,1580034899,52,13,46,0.75
214,444336009,3249304308,43,13,36,0.6976744186046512
215,1580034896,1580034918,58,9,48,0.8448275862068966
216,1580035160,3994361361,7,4,6,0.4285714285714286
217,1580034817,1580035021,26,7,23,0.7307692307692308
218,1344566974,1580035198,23,8,22,0.6521739130434783
219,444336013,1580035350,9,3,8,0.6666666666666667
220,1580034694,1580034945,38,13,34,0.6578947368421053
221,1580034900,1580035284,47,12,41,0.7446808510638299
222,1580035137,3994361363,12,7,11,0.41666666666666663
223,1344566969,1580035688,48,5,42,0.8958333333333334
224,1580034879,1580035688,50,8,44,0.84
225,1580034896,1580035031,23,7,20,0.6956521739130435
226,1580034918,1580035160,15,6,14,0.6
227,1580034888,1580035160,22,5,20,0.7727272727272727
228,1344566974,1580034964,3,2,3,0.33333333333333337
229,1580034900,1580035728,62,10,50,0.8387096774193549
230,1580034737,1580035240,41,11,37,0.7317073170731707
231,1580034527,1580035688,53,14,49,0.7358490566037736
232,444336013,1580035198,13,6,12,0.5384615384615384
233,1580034945,1580035688,56,9,46,0.8392857142857143
234,1580034527,3994361361,33,13,29,0.6060606060606061
235,1580034875,1580035688,59,12,48,0.7966101694915254
236,444336009,1580034744,2,2,2,0.0
237,1580034888,1580035240,28,6,25,0.7857142857142857
238,444336009,1580035175,45,13,37,0.7111111111111111
239,1344566973,1580035061,21,8,17,0.6190476190476191
240,1580035021,1580035175,13,4,12,0.6923076923076923
241,1580034879,1580035061,36,11,31,0.6944444444444444
242,1580034817,6051095781,46,14,39,0.6956521739130435
243,444336013,6051095781,11,6,10,0.4545454545454546
244,1580034888,1580035688,53,7,44,0.8679245283018868
245,1580034913,1580034945,18,7,15,0.6111111111111112
246,1580034884,1580034967,11,5,9,0.5454545454545454
247,1580034817,1580035065,38,12,33,0.6842105263157895
248,1344566966,1580035688,46,4,41,0.9130434782608696
249,1580034879,1580035137,40,5,35,0.875
250,1580035031,6051095781,31,10,28,0.6774193548387097
251,1580034737,1580034875,8,4,7,0.5
252,1580034875,1580034994,10,5,8,0.5
253,444336014,1580034945,8,4,8,0.5
254,1580034879,1580034920,12,5,11,0.5833333333333333
255,1580034527,6051095782,46,15,40,0.6739130434782609
256,1344566966,1580035240,13,3,12,0.7692307692307692
257,1580034883,1580035031,21,8,18,0.6190476190476191
258,1580034748,1580034920,13,6,12,0.5384615384615384
259,1580034737,1580034945,35,12,31,0.6571428571428571
260,1580034896,1580034905,11,3,8,0.7272727272727273
261,444336009,1580034896,8,3,7,0.625
262,1580034817,1580035284,52,15,45,0.7115384615384616
